Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
51	0.89830506	0.4196413	1.0	-1.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.72645354	0.2410758	1.7325552	-0.94653934	-0.008795155	0.0022742	0.010552421	-0.017911483	4.673004e-09	-0.01051651	1.4863909e-10	-2.6517187e-06	0.08938243	-0.025011554	8.077582e-05	-7.783818e-05	0	0	79.0	0.5746656	0.009471161	260000	24289.34179663658
52	0.9159664	0.401255	1.0	-1.0	0.0	0.0	0.0	0.0	41.764706	0.0	0.0	0.72132117	0.23206894	1.6651049	-0.6715891	-0.00032869857	0.0020644597	0.011474153	-0.03226308	-7.6293943e-10	-0.010776441	2.0861625e-11	1.0594414e-05	0.0871814	-0.024987109	4.3825844e-06	-1.6981603e-06	0	0	79.0	0.6050077	0.006106211	265000	24752.06085062027
53	0.95	0.28431204	1.0	-1.0	0.0	0.0	0.0	0.0	41.275	0.0	0.0	0.77699876	0.18862839	1.3149526	-0.567364	1.4120433e-05	0.0016655172	0.012774102	-0.008596819	-1.0871887e-08	-0.009490071	2.2351743e-12	-2.4666354e-06	0.041691765	-0.025566265	2.6061891e-06	7.679539e-07	0	0	79.0	0.5541794	0.0057246885	270000	25218.13024997711
54	0.94166666	0.32392982	1.0	-1.0	0.0	0.0	0.0	0.0	41.666668	0.0	0.0	0.7771986	0.19489068	1.1683638	-0.5797542	-0.0009314108	0.0015829048	0.013462264	-0.013300631	2.7179718e-09	-0.011403958	8.940697e-12	-4.4356287e-07	0.076404236	-0.02638182	3.482546e-06	-1.3702665e-06	0	0	67.0	0.52668065	0.012058641	275000	25680.169232606888
55	0.92622954	0.3427955	1.0	-1.0	0.0	0.0	0.0	0.0	40.860657	0.0	0.0	0.76685774	0.17900448	1.5906284	-0.60834795	1.8562705e-05	0.0014830901	0.010496301	-0.012715205	1.7738342e-08	-0.01088342	3.7252905e-12	-4.275486e-07	0.08303581	-0.030309133	2.378649e-06	-4.0873942e-07	0	0	79.0	0.6000172	0.010642784	280000	26141.60180401802
56	0.9836066	0.18032786	1.0	-1.0	0.0	0.0	0.0	0.0	40.934425	0.0	0.0	0.77137595	0.15620305	1.3483217	-0.5087187	0.00023721438	0.0017281155	0.03643615	-0.008706719	5.1498414e-09	-0.008607658	-6.7055224e-12	-1.0501644e-05	0.035393927	-0.015643708	3.0472738e-06	-1.0318229e-06	0	0	79.0	0.57764053	0.0048680925	285000	26603.55309319496
57	0.9747899	0.20342387	1.0	-1.0	0.0	0.0	0.0	0.0	41.97479	0.0	0.0	0.79886955	0.1406129	1.2196512	0.30040628	-0.0002203486	0.0015501906	0.029933508	-0.023760412	-1.783371e-08	-0.010281442	1.3783574e-11	-5.493662e-06	0.025027337	-0.0044563897	2.4776225e-06	-3.9501288e-07	0	0	79.0	0.5836099	0.0062656333	290000	27065.701073884964
58	0.90697676	0.42118073	1.0	-1.0	0.0	0.0	0.0	0.0	38.488373	0.0	0.0	0.78785837	0.15038247	1.18553	-0.26373512	0.000109747336	0.0015428534	0.013588274	-0.018997159	-9.441376e-09	-0.010922518	1.04308125e-11	-3.4639809e-06	0.11350071	-0.041888326	2.3933374e-06	8.1464805e-08	0	0	79.0	0.572021	0.007673178	295000	27527.335701942444
59	0.93700784	0.32598805	1.0	-1.0	0.0	0.0	0.0	0.0	39.157482	0.0	0.0	0.72194725	0.29680395	1.4038622	-1.1092294	0.00060415623	0.0016904846	0.042593997	-0.00851144	1.7929077e-08	-0.008394806	-6.146729e-12	-1.657161e-06	0.10340095	-0.055463653	3.2203295e-06	-1.1134439e-06	0	0	79.0	0.5448925	0.005712048	300000	27990.828543663025
60	0.912	0.37981045	1.0	-1.0	0.0	0.0	0.0	0.0	39.752	0.0	0.0	0.75406224	0.20344351	1.3866571	-0.68034077	0.00020570822	0.0015122123	0.009154627	-0.013938282	-8.106232e-09	-0.0085089775	9.313226e-13	-3.0965386e-06	0.06815278	-0.021902822	2.441301e-06	-6.0415834e-07	0	0	79.0	0.54370886	0.00404381	305000	28454.342048168182
61	0.9166667	0.37822688	1.0	-1.0	0.0	0.0	0.0	0.0	41.458332	0.0	0.0	0.762529	0.18602853	1.1547145	-0.71252424	6.391723e-05	0.0014305597	0.011421	-0.010557473	1.2588501e-08	-0.009262485	1.04308125e-11	2.0516518e-06	0.06828623	-0.02265853	2.143541e-06	1.0853182e-06	0	0	79.0	0.5551377	0.003880706	310000	28918.306345939636
62	0.90833336	0.40816322	1.0	-1.0	0.0	0.0	0.0	0.0	41.4	0.0	0.0	0.7184617	0.25772786	1.2685939	-1.3054368	-0.0013647354	0.0014051689	0.0053598788	-0.00823996	8.010864e-09	-0.010524159	-2.6449561e-11	-1.3856286e-06	0.07158221	-0.025995728	3.6885779e-06	-1.9806087e-06	0	0	79.0	0.57170284	0.0054377816	315000	29380.600326538086
63	0.9516129	0.24934879	1.0	-1.0	0.0	0.0	0.0	0.0	40.314518	0.0	0.0	0.74701446	0.29352123	1.3183109	-1.9661491	9.426799e-05	0.0014456325	0.0095963385	-0.012407775	-3.6239625e-09	-0.008558758	-5.2154062e-12	2.6737764e-06	0.10802224	-0.04335577	3.6166518e-06	-8.871896e-07	0	0	79.0	0.5490156	0.005789794	320000	29842.430074214935
