Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
53	-3.7921567	2.0734875	-0.8	-10.0	0.0	0.0	0.0	0.0	48.490196	424.0	0.0015703703703703704	-0.018650763	0.019450717	0.059127368	-0.10308685	0.0	0.0	0.0	0.0	1.9073486e-10	-0.010665478	0.0	0.0	0.00010919025	-1.6471771e-05	100.0	0.0	79.0	0.65900683	0.005933095	270000	25783.535018205643
54	-3.751923	1.9457043	-0.6	-10.0	0.01923077	0.13733518	1.0	0.0	47.990383	426.0	0.001549090909090909	-0.01820138	0.018263295	0.04607615	-0.08477994	0.0	0.0	0.0	0.0	-1.5068053e-08	-0.0020262352	0.0	0.0	0.007137796	-0.0011012289	100.0	0.0	4.0	0.6657232	0.017197037	275000	26258.25258922577
55	-3.9323232	2.0596082	-0.6	-10.0	0.0	0.0	0.0	0.0	49.767677	426.0	0.0015214285714285714	-0.020948999	0.030630387	0.10593174	-0.16024984	0.0	0.0	0.0	0.0	-4.7683715e-09	-0.007204682	0.0	0.0	0.00065518485	-0.0004926434	100.0	0.0	79.0	0.63275313	0.008962211	280000	26734.787893295288
56	-3.5287037	1.7764952	-0.9	-10.0	0.0	0.0	0.0	0.0	46.083332	426.0	0.001494736842105263	-0.014618207	0.016864635	0.036292206	-0.06971429	0.0	0.0	0.0	0.0	-1.9073487e-09	-0.006558972	0.0	0.0	0.00010862343	-3.141672e-05	100.0	0.0	79.0	0.6283299	0.0048209727	285000	27212.966516971588
57	-3.8480392	2.01313	-0.5	-10.0	0.0	0.0	0.0	0.0	48.941177	426.0	0.0014689655172413793	-0.018252991	0.017735394	0.023062784	-0.08055189	0.0	0.0	0.0	0.0	-3.3378602e-09	-0.008426859	0.0	0.0	0.00015067999	-2.6865906e-05	100.0	0.0	79.0	0.62494373	0.005697499	290000	27692.126331567764
58	-3.9000003	2.0364013	-1.2	-10.0	0.00990099	0.09900991	1.0	0.0	49.346535	427.0	0.001447457627118644	-0.019116204	0.019372685	0.021524595	-0.08190347	0.0	0.0	0.0	0.0	-1.6212464e-09	-0.0034272051	0.0	0.0	0.0064082444	-0.0013220198	100.0	0.0	79.0	0.631987	0.005747855	295000	28172.015517950058
59	-3.9757574	2.0520544	-0.9	-10.0	0.0	0.0	0.0	0.0	50.20202	427.0	0.0014233333333333333	-0.026323214	0.033200525	0.050889395	-0.2590243	0.0	0.0	0.0	0.0	-2.2888185e-09	-0.0064934455	0.0	0.0	0.00092500134	-0.0006758169	100.0	0.0	79.0	0.60863185	0.0054994314	300000	28650.04932141304
60	-3.8225489	1.959337	-0.8	-10.0	0.0	0.0	0.0	0.0	48.901962	427.0	0.0014	-0.017649557	0.018492557	0.032080885	-0.07824102	0.0	0.0	0.0	0.0	1.2588501e-08	-0.007908956	0.0	0.0	0.00011980083	-3.6163037e-05	100.0	0.0	79.0	0.6169746	0.006637243	305000	29127.463233232498
61	-3.950505	2.2418144	-0.7	-10.0	0.0	0.0	0.0	0.0	49.838383	427.0	0.0013774193548387096	-0.01920102	0.018959869	0.023480635	-0.08286418	0.0	0.0	0.0	0.0	2.1076202e-08	-0.008923535	0.0	0.0	0.00020959163	-3.3455435e-05	100.0	0.0	79.0	0.6198467	0.0044638743	310000	29609.79749894142
62	-4.129897	2.2929819	-1.4	-10.0	0.010309278	0.10100988	1.0	0.0	51.391754	428.0	0.0013587301587301586	-0.016221026	0.018346325	0.031346407	-0.077989966	0.0	0.0	0.0	0.0	-6.4849854e-09	-0.009423475	0.0	0.0	0.0065409914	-0.0015709139	100.0	0.0	79.0	0.62080234	0.008976538	315000	30085.016998291016
