Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageEpCost	StdEpCost	MaxEpCost	MinEpCost	EpLen	CumulativeCost	CostRate	AverageVVals	StdVVals	MaxVVals	MinVVals	AverageCostVVals	StdCostVVals	MaxCostVVals	MinCostVVals	LossPi	DeltaLossPi	SurrCost	DeltaSurrCost	LossV	DeltaLossV	LossVC	DeltaLossVC	Penalty	DeltaPenalty	StopIter	Entropy	KL	TotalEnvInteracts	Time
41	-3.6317759	1.9609553	-1.1	-10.0	0.018691588	0.13543345	1.0	0.0	46.700935	165.0	0.0007857142857142857	-2.104816	2.3941805	2.929652	-12.343785	0.014232086	0.039333515	0.27267224	-0.17780049	5.796488e-10	-0.00065179565	8.34465e-11	-0.0006494859	1.941171	-0.9138782	0.010096021	-0.0011698129	22.663969	0.36180687	21.0	0.6412056	0.012514064	210000	19870.127076148987
42	-3.552778	1.9798268	-0.5	-10.0	0.046296295	0.21012604	1.0	0.0	45.916668	170.0	0.0007906976744186047	-1.419738	1.5137781	1.6725109	-10.366865	0.012662497	0.027408596	0.22534905	-0.11045287	9.0711083e-10	-0.00042551622	1.0251999e-09	-0.001527481	1.2448511	-0.5258931	0.023221875	-0.0029574241	23.025776	1.2663231	3.0	0.6328953	0.037761528	215000	20351.102259635925
43	-3.879208	2.2022634	-1.0	-10.0	0.00990099	0.09900991	1.0	0.0	49.0297	171.0	0.0007772727272727273	-2.0710208	2.6181161	1.9159071	-12.780236	0.022732468	0.05487451	0.24558596	-0.09482917	-1.120351e-09	-1.2207877e-05	-5.304813e-10	-0.00043541545	1.6116695	-0.8385431	0.005140209	-0.0027687938	24.292099	0.33426666	3.0	0.640416	0.022303864	220000	20826.35125184059
44	-3.9320002	2.1002324	-0.6	-10.0	0.0	0.0	0.0	0.0	49.77	171.0	0.00076	-1.5886757	1.8979629	2.8176339	-10.515346	0.0012114897	0.017325222	0.071025565	-0.09130422	-4.4062207e-10	-0.0003262509	-1.3709069e-10	1.2400386e-05	1.7372267	-0.55892897	0.00029228325	-0.00020696627	24.626366	-0.35613823	79.0	0.629305	0.0064861313	225000	21301.42967391014
45	-3.6866665	1.9341575	-0.8	-10.0	0.0	0.0	0.0	0.0	47.55238	171.0	0.0007434782608695652	-2.0975187	2.2910678	1.3419265	-12.703131	-3.2212483e-05	0.0100338925	0.059920788	-0.043834932	1.3037592e-10	-0.0003001012	-6.072223e-11	-2.8650527e-05	1.0440648	-0.5694064	9.437563e-05	-3.9009687e-05	24.270227	-0.46327972	79.0	0.64684975	0.006886328	230000	21775.611854076385
46	-3.9999998	2.2289646	-1.2	-10.0	0.0	0.0	0.0	0.0	50.444443	171.0	0.0007276595744680852	-1.8279971	2.1092243	3.051918	-10.444042	0.00080532255	0.008371083	0.04193307	-0.036257993	-1.2945102e-11	-0.0004093629	-6.556511e-11	2.921363e-06	1.4025867	-0.61284	6.795462e-05	-2.4467321e-05	23.806948	-0.4848423	79.0	0.6220898	0.008484998	235000	22250.423711299896
47	-4.3095737	2.2509131	-1.2	-10.0	0.010638298	0.102592036	1.0	0.0	53.159573	172.0	0.0007166666666666667	-2.4680634	2.2492013	1.642248	-10.27814	-0.0011238628	0.008382957	0.031863187	-0.03586482	-5.1371015e-11	-0.000472978	3.3080577e-10	-0.0003253516	2.167029	-0.84148765	0.0041055162	-0.00026807375	23.322105	-0.09351349	79.0	0.641628	0.010792502	240000	22723.957767486572
48	-4.1989474	2.3296032	-1.1	-10.0	0.010526316	0.10205642	1.0	0.0	52.410526	173.0	0.0007061224489795918	-1.7633151	1.8243278	3.1495266	-10.948184	0.0033392166	0.01592144	0.091625124	-0.08172303	-9.243602e-10	-0.00050047616	-5.453825e-10	-0.0004553273	0.8959199	-0.49740887	0.007954987	-0.0018469184	23.228592	0.018602371	79.0	0.6133335	0.0072204964	245000	23195.63721346855
49	-3.7563102	2.005123	-1.1	-10.0	0.009708738	0.09805343	1.0	0.0	48.029125	174.0	0.000696	-1.6980727	1.6722022	2.126207	-7.9485946	0.0065282243	0.033581804	0.25504228	-0.07507695	-5.627391e-10	-0.0004277671	-5.364418e-11	-0.00024342336	0.94952106	-0.3691876	0.004235679	-0.0011288233	23.247194	-0.015779495	79.0	0.58324796	0.01228371	250000	23672.428144454956
50	-3.7980394	2.0572674	-1.4	-10.0	0.0	0.0	0.0	0.0	48.54902	174.0	0.0006823529411764706	-1.8951738	2.0226436	3.4039543	-9.72241	0.0016596601	0.012722012	0.08447826	-0.11525331	1.7217593e-10	-0.0004603118	-4.61936e-11	-0.000103993014	0.85846525	-0.26058275	0.00016008219	-0.00012762411	23.231415	-0.42246246	79.0	0.5806021	0.011792679	255000	24148.75214123726
